# k               u                 rapidity          phi
+4.158481e+06     +3.195020e-01     +2.000000e+01     +4.005953e-05
+6.579788e+06     +3.253103e-01     +2.000000e+01     +2.170362e-05
+1.040085e+07     +3.311063e-01     +2.000000e+01     +1.172475e-05
+1.642473e+07     +3.368899e-01     +2.000000e+01     +6.316671e-06
+2.591148e+07     +3.426607e-01     +2.000000e+01     +3.394934e-06
+4.083605e+07     +3.484187e-01     +2.000000e+01     +1.820483e-06
+6.429025e+07     +3.541635e-01     +2.000000e+01     +9.742743e-07
+1.011088e+08     +3.598950e-01     +2.000000e+01     +5.204254e-07
+1.588430e+08     +3.656130e-01     +2.000000e+01     +2.775436e-07
+2.492728e+08     +3.713172e-01     +2.000000e+01     +1.477868e-07
+3.907527e+08     +3.770074e-01     +2.000000e+01     +7.859106e-08
+6.118460e+08     +3.826834e-01     +2.000000e+01     +4.174207e-08
+9.569471e+08     +3.883450e-01     +2.000000e+01     +2.214781e-08
+1.494969e+09     +3.939920e-01     +2.000000e+01     +1.174003e-08
+2.332746e+09     +3.996242e-01     +2.000000e+01     +6.218333e-09
+3.635687e+09     +4.052413e-01     +2.000000e+01     +3.291300e-09
+5.659552e+09     +4.108432e-01     +2.000000e+01     +1.741118e-09
+8.799276e+09     +4.164296e-01     +2.000000e+01     +9.206099e-10
+1.366388e+10     +4.220003e-01     +2.000000e+01     +4.866119e-10
+2.119121e+10     +4.275551e-01     +2.000000e+01     +2.571383e-10
+3.282354e+10     +4.330938e-01     +2.000000e+01     +1.358614e-10
+5.077566e+10     +4.386162e-01     +2.000000e+01     +7.177712e-11
+7.844389e+10     +4.441221e-01     +2.000000e+01     +3.792284e-11
+1.210289e+11     +4.496113e-01     +2.000000e+01     +2.003800e-11
+1.864825e+11     +4.550836e-01     +2.000000e+01     +1.059028e-11
+2.869455e+11     +4.605387e-01     +2.000000e+01     +5.598508e-12
+4.409261e+11     +4.659765e-01     +2.000000e+01     +2.960784e-12
+6.765974e+11     +4.713967e-01     +2.000000e+01     +1.566471e-12
+1.036778e+12     +4.767992e-01     +2.000000e+01     +8.292268e-13
+1.586447e+12     +4.821838e-01     +2.000000e+01     +4.392086e-13
+2.424054e+12     +4.875502e-01     +2.000000e+01     +2.327913e-13
+3.698532e+12     +4.928982e-01     +2.000000e+01     +1.234727e-13
+5.634816e+12     +4.982277e-01     +2.000000e+01     +6.554402e-14
+8.572087e+12     +5.035384e-01     +2.000000e+01     +3.482272e-14
+1.302096e+13     +5.088301e-01     +2.000000e+01     +1.851856e-14
+1.974886e+13     +5.141027e-01     +2.000000e+01     +9.857700e-15
+2.990729e+13     +5.193560e-01     +2.000000e+01     +5.253072e-15
+4.522110e+13     +5.245897e-01     +2.000000e+01     +2.802392e-15
+6.826965e+13     +5.298036e-01     +2.000000e+01     +1.496808e-15
+1.029034e+14     +5.349976e-01     +2.000000e+01     +8.004477e-16
+1.548606e+14     +5.401715e-01     +2.000000e+01     +4.286191e-16
+2.326774e+14     +5.453250e-01     +2.000000e+01     +2.298210e-16
+3.490303e+14     +5.504580e-01     +2.000000e+01     +1.234037e-16
+5.227102e+14     +5.555702e-01     +2.000000e+01     +6.635811e-17
+7.815221e+14     +5.606616e-01     +2.000000e+01     +3.573770e-17
+1.166534e+15     +5.657318e-01     +2.000000e+01     +1.927673e-17
+1.738291e+15     +5.707807e-01     +2.000000e+01     +1.041482e-17
+2.585893e+15     +5.758082e-01     +2.000000e+01     +5.636234e-18
+3.840207e+15     +5.808140e-01     +2.000000e+01     +3.055495e-18
+5.693097e+15     +5.857979e-01     +2.000000e+01     +1.659345e-18
+8.425308e+15     +5.907597e-01     +2.000000e+01     +9.027949e-19
+1.244686e+16     +5.956993e-01     +2.000000e+01     +4.920917e-19
+1.835543e+16     +6.006165e-01     +2.000000e+01     +2.687457e-19
+2.702050e+16     +6.055110e-01     +2.000000e+01     +1.470559e-19
+3.970453e+16     +6.103828e-01     +2.000000e+01     +8.063090e-20
+5.823691e+16     +6.152316e-01     +2.000000e+01     +4.430019e-20
+8.526323e+16     +6.200572e-01     +2.000000e+01     +2.439084e-20
+1.246018e+17     +6.248595e-01     +2.000000e+01     +1.345772e-20
+1.817522e+17     +6.296382e-01     +2.000000e+01     +7.441678e-21
+2.646195e+17     +6.343933e-01     +2.000000e+01     +4.124120e-21
+3.845427e+17     +6.391244e-01     +2.000000e+01     +2.290779e-21
+5.577526e+17     +6.438315e-01     +2.000000e+01     +1.275360e-21
+8.074340e+17     +6.485144e-01     +2.000000e+01     +7.117207e-22
+1.166634e+18     +6.531728e-01     +2.000000e+01     +3.981251e-22
+1.682359e+18     +6.578067e-01     +2.000000e+01     +2.232501e-22
+2.421325e+18     +6.624158e-01     +2.000000e+01     +1.254965e-22
+3.478017e+18     +6.669999e-01     +2.000000e+01     +7.072417e-23
+4.985959e+18     +6.715590e-01     +2.000000e+01     +3.995820e-23
+7.133428e+18     +6.760927e-01     +2.000000e+01     +2.263462e-23
+1.018532e+19     +6.806010e-01     +2.000000e+01     +1.285511e-23
+1.451348e+19     +6.850837e-01     +2.000000e+01     +7.320483e-24
+2.063877e+19     +6.895405e-01     +2.000000e+01     +4.179951e-24
+2.928905e+19     +6.939715e-01     +2.000000e+01     +2.393294e-24
+4.147920e+19     +6.983762e-01     +2.000000e+01     +1.374105e-24
+5.862101e+19     +7.027547e-01     +2.000000e+01     +7.911668e-25
+8.267391e+19     +7.071068e-01     +2.000000e+01     +4.568211e-25
+1.163510e+20     +7.114322e-01     +2.000000e+01     +2.645324e-25
+1.634004e+20     +7.157308e-01     +2.000000e+01     +1.536284e-25
+2.289873e+20     +7.200025e-01     +2.000000e+01     +8.948466e-26
+3.202135e+20     +7.242471e-01     +2.000000e+01     +5.227755e-26
+4.468197e+20     +7.284644e-01     +2.000000e+01     +3.063339e-26
+6.221342e+20     +7.326543e-01     +2.000000e+01     +1.800501e-26
+8.643496e+20     +7.368166e-01     +2.000000e+01     +1.061532e-26
+1.198238e+21     +7.409511e-01     +2.000000e+01     +6.277978e-27
+1.657446e+21     +7.450578e-01     +2.000000e+01     +3.724565e-27
+2.287566e+21     +7.491364e-01     +2.000000e+01     +2.216695e-27
+3.150213e+21     +7.531868e-01     +2.000000e+01     +1.323526e-27
+4.328460e+21     +7.572088e-01     +2.000000e+01     +7.927945e-28
+5.934018e+21     +7.612024e-01     +2.000000e+01     +4.764437e-28
+8.116727e+21     +7.651673e-01     +2.000000e+01     +2.872702e-28
+1.107706e+22     +7.691033e-01     +2.000000e+01     +1.737875e-28
+1.508256e+22     +7.730105e-01     +2.000000e+01     +1.054873e-28
+2.048928e+22     +7.768885e-01     +2.000000e+01     +6.424750e-29
+2.776994e+22     +7.807372e-01     +2.000000e+01     +3.926373e-29
+3.755041e+22     +7.845566e-01     +2.000000e+01     +2.407831e-29
+5.065717e+22     +7.883464e-01     +2.000000e+01     +1.481715e-29
+6.817873e+22     +7.921066e-01     +2.000000e+01     +9.150116e-30
+9.154480e+22     +7.958369e-01     +2.000000e+01     +5.670444e-30
+1.226282e+23     +7.995373e-01     +2.000000e+01     +3.526588e-30
+1.638757e+23     +8.032075e-01     +2.000000e+01     +2.201125e-30
+2.184746e+23     +8.068476e-01     +2.000000e+01     +1.378812e-30
+2.905663e+23     +8.104572e-01     +2.000000e+01     +8.668443e-31
+3.855162e+23     +8.140363e-01     +2.000000e+01     +5.469785e-31
+5.102564e+23     +8.175848e-01     +2.000000e+01     +3.464159e-31
+6.737181e+23     +8.211025e-01     +2.000000e+01     +2.202119e-31
+8.873753e+23     +8.245893e-01     +2.000000e+01     +1.405091e-31
+1.165927e+24     +8.280450e-01     +2.000000e+01     +8.999227e-32
+1.528149e+24     +8.314696e-01     +2.000000e+01     +5.785599e-32
+1.997956e+24     +8.348629e-01     +2.000000e+01     +3.733792e-32
+2.605721e+24     +8.382247e-01     +2.000000e+01     +2.418886e-32
+3.389902e+24     +8.415550e-01     +2.000000e+01     +1.573114e-32
+4.399054e+24     +8.448536e-01     +2.000000e+01     +1.027044e-32
+5.694296e+24     +8.481203e-01     +2.000000e+01     +6.731596e-33
+7.352336e+24     +8.513552e-01     +2.000000e+01     +4.429468e-33
+9.469147e+24     +8.545580e-01     +2.000000e+01     +2.926204e-33
+1.216445e+25     +8.577286e-01     +2.000000e+01     +1.940806e-33
+1.558714e+25     +8.608669e-01     +2.000000e+01     +1.292405e-33
+1.992178e+25     +8.639729e-01     +2.000000e+01     +8.640902e-34
+2.539649e+25     +8.670462e-01     +2.000000e+01     +5.800660e-34
+3.229234e+25     +8.700870e-01     +2.000000e+01     +3.909835e-34
+4.095447e+25     +8.730950e-01     +2.000000e+01     +2.646159e-34
+5.180544e+25     +8.760701e-01     +2.000000e+01     +1.798268e-34
+6.536086e+25     +8.790122e-01     +2.000000e+01     +1.227121e-34
+8.224788e+25     +8.819213e-01     +2.000000e+01     +8.408516e-35
+1.032268e+26     +8.847971e-01     +2.000000e+01     +5.785800e-35
+1.292163e+26     +8.876396e-01     +2.000000e+01     +3.997826e-35
+1.613227e+26     +8.904487e-01     +2.000000e+01     +2.774045e-35
+2.008739e+26     +8.932243e-01     +2.000000e+01     +1.933022e-35
+2.494582e+26     +8.959662e-01     +2.000000e+01     +1.352713e-35
+3.089689e+26     +8.986745e-01     +2.000000e+01     +9.506588e-36
+3.816549e+26     +9.013488e-01     +2.000000e+01     +6.709738e-36
+4.701783e+26     +9.039893e-01     +2.000000e+01     +4.756118e-36
+5.776790e+26     +9.065957e-01     +2.000000e+01     +3.385925e-36
+7.078473e+26     +9.091680e-01     +2.000000e+01     +2.420938e-36
+8.650041e+26     +9.117060e-01     +2.000000e+01     +1.738533e-36
+1.054191e+27     +9.142098e-01     +2.000000e+01     +1.253947e-36
+1.281265e+27     +9.166791e-01     +2.000000e+01     +9.084116e-37
+1.553013e+27     +9.191139e-01     +2.000000e+01     +6.609943e-37
+1.877257e+27     +9.215140e-01     +2.000000e+01     +4.830970e-37
+2.262987e+27     +9.238795e-01     +2.000000e+01     +3.546471e-37
+2.720489e+27     +9.262102e-01     +2.000000e+01     +2.615133e-37
+3.261486e+27     +9.285061e-01     +2.000000e+01     +1.937001e-37
+3.899282e+27     +9.307670e-01     +2.000000e+01     +1.441166e-37
+4.648914e+27     +9.329928e-01     +2.000000e+01     +1.077085e-37
+5.527302e+27     +9.351835e-01     +2.000000e+01     +8.086224e-38
+6.553403e+27     +9.373390e-01     +2.000000e+01     +6.098250e-38
+7.748360e+27     +9.394592e-01     +2.000000e+01     +4.619940e-38
+9.135644e+27     +9.415441e-01     +2.000000e+01     +3.515944e-38
+1.074119e+28     +9.435935e-01     +2.000000e+01     +2.688002e-38
+1.259350e+28     +9.456073e-01     +2.000000e+01     +2.064437e-38
+1.472378e+28     +9.475856e-01     +2.000000e+01     +1.592814e-38
+1.716597e+28     +9.495282e-01     +2.000000e+01     +1.234588e-38
+1.995678e+28     +9.514350e-01     +2.000000e+01     +9.613426e-39
+2.313576e+28     +9.533060e-01     +2.000000e+01     +7.520303e-39
+2.674519e+28     +9.551412e-01     +2.000000e+01     +5.910152e-39
+3.083002e+28     +9.569403e-01     +2.000000e+01     +4.666259e-39
+3.543773e+28     +9.587035e-01     +2.000000e+01     +3.701268e-39
+4.061809e+28     +9.604305e-01     +2.000000e+01     +2.949467e-39
+4.642293e+28     +9.621214e-01     +2.000000e+01     +2.361302e-39
+5.290573e+28     +9.637761e-01     +2.000000e+01     +1.899214e-39
+6.012125e+28     +9.653944e-01     +2.000000e+01     +1.534663e-39
+6.812496e+28     +9.669765e-01     +2.000000e+01     +1.245856e-39
+7.697248e+28     +9.685221e-01     +2.000000e+01     +1.016108e-39
+8.671887e+28     +9.700313e-01     +2.000000e+01     +8.325833e-40
+9.741789e+28     +9.715039e-01     +2.000000e+01     +6.853805e-40
+1.091211e+29     +9.729400e-01     +2.000000e+01     +5.668261e-40
+1.218772e+29     +9.743394e-01     +2.000000e+01     +4.709583e-40
+1.357304e+29     +9.757021e-01     +2.000000e+01     +3.931217e-40
+1.507203e+29     +9.770281e-01     +2.000000e+01     +3.296732e-40
+1.668800e+29     +9.783174e-01     +2.000000e+01     +2.777473e-40
+1.842353e+29     +9.795698e-01     +2.000000e+01     +2.350856e-40
+2.028039e+29     +9.807853e-01     +2.000000e+01     +1.998986e-40
+2.225937e+29     +9.819639e-01     +2.000000e+01     +1.707663e-40
+2.436021e+29     +9.831055e-01     +2.000000e+01     +1.465554e-40
+2.658148e+29     +9.842101e-01     +2.000000e+01     +1.263603e-40
+2.892051e+29     +9.852776e-01     +2.000000e+01     +1.094532e-40
+3.137330e+29     +9.863081e-01     +2.000000e+01     +9.524874e-41
+3.393441e+29     +9.873014e-01     +2.000000e+01     +8.327308e-41
+3.659696e+29     +9.882576e-01     +2.000000e+01     +7.314253e-41
+3.935259e+29     +9.891765e-01     +2.000000e+01     +6.454462e-41
+4.219138e+29     +9.900582e-01     +2.000000e+01     +5.722459e-41
+4.510196e+29     +9.909026e-01     +2.000000e+01     +5.097363e-41
+4.807143e+29     +9.917098e-01     +2.000000e+01     +4.562045e-41
+5.108550e+29     +9.924795e-01     +2.000000e+01     +4.102378e-41
+5.412853e+29     +9.932119e-01     +2.000000e+01     +3.706704e-41
+5.718365e+29     +9.939070e-01     +2.000000e+01     +3.365354e-41
+6.023289e+29     +9.945646e-01     +2.000000e+01     +3.070303e-41
+6.325732e+29     +9.951847e-01     +2.000000e+01     +2.814861e-41
+6.623726e+29     +9.957674e-01     +2.000000e+01     +2.593447e-41
+6.915247e+29     +9.963126e-01     +2.000000e+01     +2.401388e-41
+7.198236e+29     +9.968203e-01     +2.000000e+01     +2.234772e-41
+7.470623e+29     +9.972905e-01     +2.000000e+01     +2.090310e-41
+7.730353e+29     +9.977231e-01     +2.000000e+01     +1.965245e-41
+7.975411e+29     +9.981181e-01     +2.000000e+01     +1.857255e-41
+8.203847e+29     +9.984756e-01     +2.000000e+01     +1.764395e-41
+8.413801e+29     +9.987955e-01     +2.000000e+01     +1.685034e-41
+8.603532e+29     +9.990777e-01     +2.000000e+01     +1.617812e-41
+8.771437e+29     +9.993224e-01     +2.000000e+01     +1.561602e-41
+8.916079e+29     +9.995294e-01     +2.000000e+01     +1.515478e-41
+9.036202e+29     +9.996988e-01     +2.000000e+01     +1.478697e-41
+9.130754e+29     +9.998306e-01     +2.000000e+01     +1.450671e-41
+9.198898e+29     +9.999247e-01     +2.000000e+01     +1.430958e-41
+9.240030e+29     +9.999812e-01     +2.000000e+01     +1.419252e-41
+9.253782e+29     +1.000000e+00     +2.000000e+01     +1.415362e-41

+4.539993e-05     +6.123032e-17     +2.500000e+01     +1.921644e+01
+7.371789e-05     +6.135885e-03     +2.500000e+01     +1.890953e+01
+1.196968e-04     +1.227154e-02     +2.500000e+01     +1.832603e+01
+1.943464e-04     +1.840673e-02     +2.500000e+01     +1.783492e+01
+3.155344e-04     +2.454123e-02     +2.500000e+01     +1.734626e+01
+5.122537e-04     +3.067480e-02     +2.500000e+01     +1.686421e+01
+8.315415e-04     +3.680722e-02     +2.500000e+01     +1.637889e+01
+1.349694e-03     +4.293826e-02     +2.500000e+01     +1.589564e+01
+2.190438e-03     +4.906767e-02     +2.500000e+01     +1.541088e+01
+3.554376e-03     +5.519524e-02     +2.500000e+01     +1.492734e+01
+5.766662e-03     +6.132074e-02     +2.500000e+01     +1.444306e+01
+9.354195e-03     +6.744392e-02     +2.500000e+01     +1.395965e+01
+1.517055e-02     +7.356456e-02     +2.500000e+01     +1.347587e+01
+2.459807e-02     +7.968244e-02     +2.500000e+01     +1.299277e+01
+3.987474e-02     +8.579731e-02     +2.500000e+01     +1.250952e+01
+6.462251e-02     +9.190896e-02     +2.500000e+01     +1.202685e+01
+1.047011e-01     +9.801714e-02     +2.500000e+01     +1.154417e+01
+1.695867e-01     +1.041216e-01     +2.500000e+01     +1.106203e+01
+2.745984e-01     +1.102222e-01     +2.500000e+01     +1.057998e+01
+4.444898e-01     +1.163186e-01     +2.500000e+01     +1.009845e+01
+7.192425e-01     +1.224107e-01     +2.500000e+01     +9.617089e+00
+1.163405e+00     +1.284981e-01     +2.500000e+01     +9.136254e+00
+1.881136e+00     +1.345807e-01     +2.500000e+01     +8.655651e+00
+3.040436e+00     +1.406582e-01     +2.500000e+01     +8.175588e+00
+4.912129e+00     +1.467305e-01     +2.500000e+01     +7.695810e+00
+7.932574e+00     +1.527972e-01     +2.500000e+01     +7.216594e+00
+1.280446e+01     +1.588581e-01     +2.500000e+01     +6.737712e+00
+2.065870e+01     +1.649131e-01     +2.500000e+01     +6.259423e+00
+3.331438e+01     +1.709619e-01     +2.500000e+01     +5.781517e+00
+5.369573e+01     +1.770042e-01     +2.500000e+01     +5.304264e+00
+8.650058e+01     +1.830399e-01     +2.500000e+01     +4.827491e+00
+1.392714e+02     +1.890687e-01     +2.500000e+01     +4.351572e+00
+2.241096e+02     +1.950903e-01     +2.500000e+01     +3.876572e+00
+3.604186e+02     +2.011046e-01     +2.500000e+01     +3.403491e+00
+5.792874e+02     +2.071114e-01     +2.500000e+01     +2.933760e+00
+9.304937e+02     +2.131103e-01     +2.500000e+01     +2.471304e+00
+1.493680e+03     +2.191012e-01     +2.500000e+01     +2.022735e+00
+2.396175e+03     +2.250839e-01     +2.500000e+01     +1.599501e+00
+3.841394e+03     +2.310581e-01     +2.500000e+01     +1.215834e+00
+6.154045e+03     +2.370236e-01     +2.500000e+01     +8.862741e-01
+9.852044e+03     +2.429802e-01     +2.500000e+01     +6.196904e-01
+1.576080e+04     +2.489276e-01     +2.500000e+01     +4.170407e-01
+2.519465e+04     +2.548657e-01     +2.500000e+01     +2.714061e-01
+4.024477e+04     +2.607941e-01     +2.500000e+01     +1.717670e-01
+6.423528e+04     +2.667128e-01     +2.500000e+01     +1.062312e-01
+1.024456e+05     +2.726214e-01     +2.500000e+01     +6.449154e-02
+1.632528e+05     +2.785197e-01     +2.500000e+01     +3.855761e-02
+2.599372e+05     +2.844075e-01     +2.500000e+01     +2.276731e-02
+4.135317e+05     +2.902847e-01     +2.500000e+01     +1.330256e-02
+6.573160e+05     +2.961509e-01     +2.500000e+01     +7.704425e-03
+1.043896e+06     +3.020059e-01     +2.500000e+01     +4.427975e-03
+1.656341e+06     +3.078496e-01     +2.500000e+01     +2.528253e-03
+2.625698e+06     +3.136817e-01     +2.500000e+01     +1.435081e-03
+4.158481e+06     +3.195020e-01     +2.500000e+01     +8.104290e-04
+6.579788e+06     +3.253103e-01     +2.500000e+01     +4.555370e-04
+1.040085e+07     +3.311063e-01     +2.500000e+01     +2.550111e-04
+1.642473e+07     +3.368899e-01     +2.500000e+01     +1.422164e-04
+2.591148e+07     +3.426607e-01     +2.500000e+01     +7.904941e-05
+4.083605e+07     +3.484187e-01     +2.500000e+01     +4.380246e-05
+6.429025e+07     +3.541635e-01     +2.500000e+01     +2.420569e-05
+1.011088e+08     +3.598950e-01     +2.500000e+01     +1.334210e-05
+1.588430e+08     +3.656130e-01     +2.500000e+01     +7.337738e-06
+2.492728e+08     +3.713172e-01     +2.500000e+01     +4.027023e-06
+3.907527e+08     +3.770074e-01     +2.500000e+01     +2.206049e-06
+6.118460e+08     +3.826834e-01     +2.500000e+01     +1.206415e-06
+9.569471e+08     +3.883450e-01     +2.500000e+01     +6.587787e-07
+1.494969e+09     +3.939920e-01     +2.500000e+01     +3.592340e-07
+2.332746e+09     +3.996242e-01     +2.500000e+01     +1.956636e-07
+3.635687e+09     +4.052413e-01     +2.500000e+01     +1.064546e-07
+5.659552e+09     +4.108432e-01     +2.500000e+01     +5.786716e-08
